date,0,1,2,3,4,5,6,7,8,9,10,11
2005-01-31,2.6952260970050284,2.3109803451659037,2.289547266612252,2.2508274161908046,2.133340852460409,1.970358844127715,2.0052862573697983,1.8268113498400158,1.8962466671764575,1.8193942865285255,2.143214712508291,2.219182404576107
2005-02-28,2.767274183550927,2.668430947340374,2.1355588501594003,2.048790561581803,2.800620193059198,2.579498738630402,3.233035058845256,2.856589795310516,2.431535612458485,2.729280321053991,2.6106036499863925,2.232310501380956
2005-03-31,3.3236103994912494,2.6432125818300864,2.779843915359119,2.9122094005182118,3.5373986367198906,3.5702854638263073,3.369989499779724,3.6326817423355138,4.072207780438452,3.063992050161768,3.2718699133317757,2.239092915530021
2005-04-30,3.0405722463735234,2.8250916487215854,3.5517598728543645,3.734676888037912,3.9255592947548656,3.519869657243276,2.982953126365248,4.418591723028869,4.231962672079457,3.4010659500401377,3.180494593245056,2.380489282208995
2005-05-31,2.7523745940292157,2.8082564539133474,3.0139168305454542,3.4720372554795493,3.2117597567680427,3.451989461465511,3.874288052381827,3.540027202243269,3.3218713357111462,3.055804085566738,2.1273204581730223,1.9566577279258521
2005-06-30,2.7367898262024677,2.959302414596042,3.1039182387986646,2.713926135245197,3.0141098435757416,3.397123873393199,3.6840006425750977,4.028761643737376,3.0237197763056125,2.250277012086844,2.444961808194374,2.2807715633279697
2005-07-31,3.411343725322963,3.5193731054276958,3.263803650022666,3.0036873409610942,3.498872410951817,3.6510883077998186,4.082478165684699,4.162625379445815,3.309470326912826,3.2593710678526766,3.492717547338315,2.8082361084050573
2005-08-31,3.806233931791695,3.3696470005375336,3.85937711144536,3.7811919659142426,3.7297798125650172,3.4937281445050297,2.359807755094021,4.039842910909703,3.3758271540836264,3.61208179850587,3.137172336736676,3.4800050562591416
2005-09-30,4.307807364514445,4.262578131210155,5.172248645869984,5.049626420425167,4.699826214349315,3.945552304805137,3.0696071269783314,4.2379802883630395,4.0053201282359625,3.6974767379644176,3.2447193285616405,1.8884605122389382
2005-10-31,4.402005512453198,4.993030711880786,5.183688598230435,4.689447618427136,3.997452152076159,3.447618901453647,3.982019632993024,4.303814262791715,3.556718668099384,2.5306956778341974,2.7405685796614168,1.5561378209163481
