date,0,1,2,3,4,5,6,7,8,9,10,11
2005-01-31,2.6361935659704425,2.1462623570449297,2.2091759021803834,2.08814718005778,1.8944571824369199,1.6956634102594799,1.6509832891291611,1.3308847533586148,1.6717518652331498,1.5254110573006832,1.6057610890411886,1.9080132466794586
2005-02-28,2.6958221908435456,2.451056399055545,1.8680177594739982,1.8458911242810268,2.5441987749011274,2.418736844925231,2.628918475507737,2.4250861993595394,1.8645464582729552,2.2691497271808614,2.3288647386183516,1.908743941636221
2005-03-31,3.234231318442968,2.5605292704162257,2.4582920263390875,2.6158377940543276,3.300437567257391,3.3041630482451776,3.1026603085443405,3.0054782972757335,2.9527749790865276,2.5401727534746104,2.408740985250344,1.9040558534576364
2005-04-30,3.0060074696720376,2.727596831644125,3.4876590089465163,3.4301835593370744,3.472327440930005,3.2328357189711694,2.7448551747689938,3.665538067822352,3.0789582845786985,2.73514888150404,2.265089740833216,1.8136184743649693
2005-05-31,2.6929595712832954,2.6557597942010958,2.7266158458950107,3.0543667712685294,2.66712273879982,3.221421512484527,3.378789155599153,2.595995426151574,2.5843886266532907,2.529746581901343,1.5746294923372646,1.552893379127311
2005-06-30,2.6563732096799035,2.7656856635456464,2.932468107510734,2.4738209866170258,2.6044147651454392,3.099314167430972,3.3852511848030398,3.718574493115525,2.620636938938877,1.832932126811715,2.006258183819718,1.7317452803806435
2005-07-31,3.3811267621070833,3.2078146212953524,2.9866491477345143,2.8479044106674305,3.3776949084655348,3.3028812195814385,3.85016010921792,3.7338386870341087,3.0295737406754437,2.4474500751361177,2.614213451412978,2.53287027852514
2005-08-31,3.7725433363370744,3.251089315239714,3.652425502075051,3.5838190265615117,3.5410016780548994,3.0536307237853664,2.075281167519929,3.8043284171790046,3.025740904186588,3.3672083795414967,2.4901209808905023,2.463767653755494
2005-09-30,4.254416258339096,4.197499175994852,5.094743585779569,4.958897297960093,4.367239090479701,3.779790067315733,2.8922357972764092,4.0481203891813085,3.745872366044671,3.362384860065131,3.0778047141085443,1.3709668007254536
2005-10-31,4.295430141510286,4.892581520641751,5.101510517782303,4.604099934271461,3.7669937287743234,3.268250624411975,3.7578258694106443,4.126467950771939,3.165669870089751,1.8965283945405358,2.5895356055957235,1.0956292909380252
2005-11-30,3.810297624666825,3.885136596597611,3.6923072469504583,3.004451150470185,2.2426520097875793,2.5242610714699705,2.569809857560071,2.3493893546987294,1.090557844515354,-0.7003701848230842,1.3522191547608318,0.2997081518366204
2005-12-31,3.3630684588373794,2.9084601355766226,2.4345074395694786,1.8957160447873438,1.730251847108696,2.015844135657451,1.614766814435682,2.066071661021765,0.48944231903828617,-0.6897225362568765,1.8349092740518922,0.6368161781663613
2006-01-31,3.4975556099735106,3.168672054643789,2.6012056901803677,2.7130399756285306,2.591677719122936,2.255107179640238,1.746706456309197,1.0313914203403098,1.7659163711703791,1.0232487054233235,2.536222272281375,0.9359875148362633
2006-02-28,3.0802465385511257,2.7152358258196405,2.6385700172681643,2.5125988752696857,2.24478034538881,1.8567757090245274,0.864063400069149,1.0525052403770727,4.8892454826785166,2.8713464364781145,2.2731378756639318,1.1174268662329723
2006-03-31,3.0268443869428445,2.630916748247785,3.2717989351191683,2.8374951740617846,2.0184523787952937,1.3926098464520131,1.5492783408737947,2.057825284894403,4.538818754719777,4.190052497041205,2.1860700770337047,0.9891289833566153
2006-04-30,3.800377600794027,3.7617335741430447,3.753910738135179,3.142291660284412,1.6351294534100766,1.9958177595727944,3.172213757442018,3.6914875389677992,3.990733732318473,5.168511103526778,4.0526556718473525,2.0167138486979703
2006-05-31,4.533874230612396,3.740942978731401,3.5877714185266316,2.4955705348638144,2.390511616018334,3.3250347890224914,4.456773758759612,3.086491995225897,3.897872877007727,4.682861901938592,3.893262145845753,1.8853612725235878
2006-06-30,3.931971092655822,4.059234357253741,2.67450498929581,2.5180871067995527,3.4112120090468165,4.1651544041616075,4.058285458155531,3.3231752153790475,3.3276180732345804,2.171199774767711,3.21470347783636,1.989480127588046
2006-07-31,3.938620666330676,3.167573029603108,3.0868837754845946,3.671680645517872,4.003232883313472,3.643702991576545,4.283703479968847,3.7185979869230628,2.4565867535508032,0.7591311766941264,2.611371320570349,2.3420458032276525
2006-08-31,2.755963604190361,2.8910701037814843,4.449142255163489,3.9508029645056473,3.426558061054553,3.4705698391708304,3.9454744548502965,3.0035800708705462,2.4418373373157465,0.7283992435372916,1.352908876731921,2.1394342175861834
2006-09-30,1.73050082144044,2.8248239314271686,3.6157967720950617,3.567033806009195,3.489719006061815,2.7367353567172015,2.6232365810470113,1.7014312364265038,1.7555231869123,-0.4996841407434515,1.0407640737980197,0.6504001933486816
2006-10-31,2.089242146400911,2.50022524208046,2.383694734339374,2.6147586857261618,2.2132766039009555,0.932018262072247,0.8684818092761356,0.36199133251847676,0.19962526312730133,-0.21950390360006483,1.2949519318218032,1.8635923937961627
2006-11-30,2.1538114894027434,1.600259050047135,2.122357205619724,1.7259378194818944,0.8380397888551713,0.4025122273442377,0.051983972918789575,-0.025506902227893306,0.0667857751187073,0.7535768893191049,1.2134826508671614,1.0437960936948736
2006-12-31,2.056535306719402,1.9021674067469982,1.2356770131217243,1.149121439401267,0.6022810804008264,0.65116180126263,0.20004894961722727,-0.41175232969471454,1.4374909841190515,1.2770479356644069,1.6062994230138947,1.2930108833580698
2007-01-31,2.153724417641203,1.829338998424765,1.2145553831690323,0.6630724261326381,0.8420336801782484,0.5701016289207126,0.3463051188542972,-0.04098468897505179,1.6453521855687252,1.8630068683188665,1.7971575775229107,1.2324734012062195
2007-02-28,1.971632837117417,1.7915861765786578,0.4566171419272299,0.9991395009876584,1.2265564053170335,0.8893563599232237,1.255155136411508,0.8742142740984566,1.70126633720165,1.722086206919423,1.8919320686285177,1.7273312461957357
2007-03-31,2.090576306459193,1.353174110777358,1.6054463834837562,1.9398380822780372,1.4594546256464864,2.336358087937349,2.470996970150428,3.0983652706802625,2.8531576704624397,2.701697760960897,2.0240670359026804,2.438066108245861
2007-04-30,2.4244368757143846,1.8884843550205872,1.923928410867164,2.0920722314173736,2.65244054688877,3.6381705681352043,3.022583138537668,3.4054779883538195,3.105298782203574,2.7246672042105886,1.9616483592779625,2.298556936471634
2007-05-31,2.806046456976062,2.310342113593129,2.55083855752973,3.0911278162952494,3.714645740880034,3.7189261394070217,2.7419916718917854,2.552764885622344,3.5740296138423453,3.4263162473911613,2.799366335119535,2.211262788246814
2007-06-30,2.5230580331080903,2.481772800967377,2.826879430337015,3.69602547161806,3.9904853114059917,3.7953285413786917,3.377855094158296,3.0324960645193646,3.0331422896085742,2.443708700042937,2.0797881344972744,1.9115318566836188
2007-07-31,2.527498230742522,3.2803090602833866,3.7666807084869003,3.322959031940921,3.2477041614655047,3.703685251060544,3.513141371794884,2.878100730459242,2.5735035777303104,0.7377584560760302,1.7111029423327817,1.8041370564216328
2007-08-31,2.715654485091943,3.501429112531249,4.039274988108124,2.8787588512401787,3.336432541906363,3.0954734575890814,2.7421461962053066,1.998067652235625,2.127609438954954,0.9890933948604524,1.6193102744044452,2.159180947353103
2007-09-30,3.717021402016195,3.757448866148833,3.5899781807553843,3.2172542754038953,2.928912599277264,2.7118413588518187,2.6162200808415887,2.1264083611952147,1.9455770753154844,0.7878795750923663,1.925186115009197,3.2498358720260545
2007-10-31,3.738430801325114,3.4025998016897785,3.5747364830065465,3.5387263970118625,2.2352458422327985,2.1777606961078084,1.2627150866692336,1.977778553631708,1.8828850997351723,0.5885613748139714,3.02648814404911,2.806761584546973
2007-11-30,4.356577280433619,3.9247731169928737,3.6454816707964475,2.818945596968005,2.5132891015574885,2.08926021214975,2.6410066101993155,2.7322067679033073,3.40462223639054,3.4571456395869746,3.9626497107457817,3.1878379905260026
2007-12-31,3.8541032327841,3.649055105068562,2.8876500067722928,2.5968223169602354,2.1652630380304663,2.133860048069703,2.4147224537185545,2.7781042862069465,2.628113074804089,3.7847527083070256,3.9662052559994097,3.010802866892727
2008-01-31,4.076950556497513,3.3210519543566117,2.9307008592680743,2.543562730616984,2.2598036373501165,2.825454721801964,3.2353980234794952,3.1448074195082847,2.865636880085924,2.085917987299544,4.1593850796477305,3.5762863992842426
2008-02-29,3.127009341986679,3.1709698151471803,2.795662907512643,2.7163262928819996,2.634544954690444,3.36424585119677,3.276953197260611,2.9638061890823977,2.8963083657294484,1.6674253215144195,3.693123128064347,3.536722396780206
2008-03-31,3.5525179138917484,2.9996082880682087,3.0137227761661713,2.9803383419774265,3.175197788720626,3.7569072927320915,4.062847102398958,3.1042419055510617,3.063293936259834,2.276078760947754,2.8729724519619393,3.93909678560709
2008-04-30,3.558462943975226,3.473518332534828,3.4478330664211327,3.9776770967220383,3.727467654939767,3.459650931165785,3.3325644215964894,2.637834602594359,3.1751447524381833,2.5299487651546846,1.5978172755388411,3.4644794818127456
2008-05-31,4.289823982922157,4.697996295860152,4.543319498937757,4.3064171658221735,3.7457990428371493,3.502178150501714,4.352934008968411,3.6554737140381324,3.370613409236828,2.8693479119137293,2.594427665722605,2.843139712517377
2008-06-30,5.452534276154817,5.899153615175241,5.512118351292061,4.992414344413815,4.445903515586285,5.160174906069714,5.02086631138825,5.15248860332319,4.007698029036173,3.736492382390477,3.2407551582083034,2.7691963813510414
2008-07-31,5.899475596346722,6.1968374684830945,5.932449215081202,5.232827536796305,5.333038050153703,5.389430084870477,5.470012605239324,4.740404619245343,4.118468093744068,3.7658071350975417,2.300455372440248,2.8231497757026407
2008-08-31,5.15766411553553,5.500385528485046,5.476733623931047,5.088761375136327,4.4241604736608435,4.139352230565501,3.8169188119599524,3.823303949197079,3.687399932722647,2.590207055445823,1.8108349081531112,2.528178841313778
