Date,Personal Consumption,Vehicles,Furnishings and Durables,Recreational Goods,Other Duables,Groceries,Clothing and Footwear,Gasoline and Energy,Other Nondurables,Housing and Utilities,Health Care,Transportation Services,Recreational Services,Food Services and Accomandations,Financial Services,Other Services,Donation
1992-12,72.35,92.038,110.722,283.617,99.833,68.033,122.467,48.929,73.242,61.104,61.04,68.258,62.53,63.382,74.393,60.111,79.547
1993-01,72.524,92.419,110.348,283.425,100.924,68.083,121.561,48.849,73.516,61.249,61.337,69.048,62.685,63.442,74.885,60.377,78.585
1993-02,72.633,92.55,110.47,283.285,99.578,68.267,122.353,48.873,73.646,61.261,61.526,69.242,62.929,63.512,74.555,60.573,79.404
1993-03,72.781,92.895,111.045,281.175,98.566,68.239,121.878,48.536,73.782,61.544,61.669,69.597,63.214,63.642,75.074,60.736,79.432
1993-04,72.977,93.47,111.495,281.2,99.903,68.364,121.584,48.291,73.872,61.737,61.882,69.249,63.584,63.903,75.629,60.847,79.393
1993-05,73.203,93.899,111.297,279.842,99.589,68.861,120.942,47.248,73.996,61.937,62.271,69.141,63.411,64.062,76.78,61.323,79.227
1993-06,73.229,94.267,111.481,278.766,100.077,68.727,120.604,46.653,73.789,62.055,62.455,69.581,63.685,64.159,76.484,61.431,79.04
1993-07,73.345,94.807,111.376,278.752,99.799,68.695,120.697,46.341,73.814,62.16,62.716,69.704,63.782,64.246,76.881,61.57,78.52
1993-08,73.471,95.155,111.606,278.177,99.644,68.829,121.664,46.155,73.578,62.264,62.878,69.717,64.098,64.274,77.298,61.744,77.862
1993-09,73.55,95.565,111.77,277.869,100.783,68.794,120.86,45.712,73.099,62.376,63.08,69.456,64.285,64.399,77.908,61.866,78.367
1993-10,73.78,96.03,112.327,278.03,101.053,69.149,120.51,47.804,73.143,62.505,63.258,69.901,64.475,64.483,77.521,62.09,78.221
1993-11,73.917,96.551,112.604,276.829,100.973,69.307,121.405,47.121,73.333,62.591,63.413,70.089,64.634,64.563,77.69,62.266,78.336
1993-12,73.934,96.655,112.404,275.527,99.812,69.456,121.019,46.476,73.494,62.762,63.601,69.578,64.797,64.645,77.257,62.477,78.448
1994-01,73.958,96.8,112.992,275.072,99.599,69.476,119.912,46.036,73.523,62.879,63.915,69.698,64.93,64.691,76.819,62.623,77.861
1994-02,74.127,96.846,112.747,275.414,101.039,69.339,118.922,46.914,73.536,63.098,64.135,69.851,65.073,64.685,77.182,62.989,77.965
1994-03,74.333,97.286,112.459,275.313,102.541,69.241,119.277,46.637,73.668,63.311,64.317,70.668,65.157,64.823,77.695,63.138,78.419
1994-04,74.42,97.546,112.726,275.126,101.578,69.371,119.706,46.442,73.771,63.364,64.493,70.498,64.912,65.012,77.919,63.249,78.121
1994-05,74.528,97.994,113.629,274.908,101.399,69.505,119.809,45.444,74.036,63.51,64.702,70.379,65.02,65.15,77.945,63.331,78.059
1994-06,74.708,98.62,114.074,274.309,100.877,69.812,120.228,45.733,74.13,63.586,64.954,70.424,65.07,65.284,77.957,63.511,78.371
1994-07,74.944,99.037,114.434,274.152,102.106,70.161,119.891,47.218,74.184,63.697,65.245,70.334,65.185,65.239,78.223,63.82,77.914
1994-08,75.111,99.533,113.881,273.353,102.379,70.303,118.952,49.156,74.314,63.836,65.375,70.714,65.116,65.331,77.887,64.027,78.791
1994-09,75.195,100.061,113.251,273.06,102.17,70.346,119.067,48.918,74.406,63.877,65.515,70.615,65.043,65.466,77.973,64.308,79.243
1994-10,75.322,100.62,112.998,271.586,102.07,70.187,118.497,48.779,74.61,64.004,65.825,70.709,65.298,65.584,78.41,64.522,79.077
1994-11,75.469,101.136,113.15,270.665,102.356,70.257,118.465,49.103,74.564,64.178,65.975,70.489,65.517,65.769,78.683,64.614,79.495
1994-12,75.519,101.444,112.549,270.068,101.765,70.58,117.87,49.081,74.505,64.324,66.12,70.087,65.607,65.8,78.664,64.682,79.649
1995-01,75.667,101.788,112.88,270.556,102.612,70.534,117.692,48.769,74.638,64.538,66.683,70.108,65.772,65.842,78.66,65.047,76.924
1995-02,75.795,102.073,113.009,269.526,102.139,70.863,116.535,48.621,74.805,64.679,66.768,70.634,65.849,65.98,78.841,65.105,78.458
1995-03,75.931,102.733,113.077,267.07,103.312,70.839,116.861,48.241,74.729,64.814,66.95,71.305,66.051,66.243,78.872,65.138,79.177
1995-04,76.128,102.741,113.105,267.549,103.217,71.375,116.892,48.23,74.874,64.956,67.101,71.468,66.32,66.486,79.196,65.543,78.181
1995-05,76.24,102.915,112.483,266.363,101.95,71.329,116.579,48.659,75.095,65.108,67.194,71.957,66.574,66.673,79.228,65.78,78.601
1995-06,76.309,103.067,112.307,261.914,103.498,71.37,115.738,48.893,75.223,65.269,67.373,72.274,66.313,66.785,79.347,65.895,78.485
1995-07,76.404,102.811,112.949,261.264,103.115,71.442,115.999,48.526,75.494,65.407,67.373,72.342,66.487,66.92,79.635,66.01,78.68
1995-08,76.568,102.87,113.475,259.18,104.335,71.546,116.245,48.021,75.775,65.632,67.602,72.608,66.719,67.0,79.769,66.08,79.228
1995-09,76.621,102.715,113.718,257.811,103.96,71.716,116.41,47.474,75.884,65.65,67.725,72.594,67.065,67.217,80.092,66.111,78.555
1995-10,76.818,103.054,113.865,255.806,103.954,71.91,116.493,47.513,76.028,65.914,67.94,73.035,67.205,67.349,80.544,66.208,78.615
1995-11,76.819,103.322,112.968,254.382,103.769,71.852,115.981,46.636,76.235,66.074,68.083,72.693,67.321,67.392,80.633,66.302,78.611
1995-12,76.968,103.857,112.93,253.622,104.313,71.977,115.751,47.507,76.211,66.277,68.242,72.096,67.487,67.413,80.876,66.529,78.525
1996-01,77.143,104.159,113.574,252.318,103.876,72.171,116.065,49.15,76.261,66.435,68.289,71.459,67.57,67.555,81.099,66.67,78.968
1996-02,77.263,104.526,113.469,251.267,102.826,72.445,115.854,49.128,76.565,66.595,68.416,71.759,67.951,67.669,81.187,66.769,78.137
1996-03,77.492,104.88,113.422,249.849,103.692,72.778,116.317,50.446,76.709,66.773,68.517,72.322,68.11,67.874,80.719,67.025,79.154
1996-04,77.721,104.533,113.67,247.387,103.413,73.061,115.903,52.727,76.787,66.956,68.649,72.428,68.297,68.129,81.419,66.982,79.789
1996-05,77.854,104.584,113.007,245.214,102.536,73.048,115.775,53.055,76.892,67.14,68.778,72.549,68.557,68.372,81.82,67.365,80.027
1996-06,77.854,104.593,113.186,243.851,102.48,73.483,115.077,51.281,76.64,67.174,69.017,72.542,68.688,68.458,82.112,67.6,79.343
1996-07,78.02,104.584,113.416,241.986,103.622,73.77,114.576,51.041,76.831,67.377,69.041,72.65,68.956,68.695,82.682,67.773,80.137
1996-08,78.097,104.912,113.59,241.534,102.417,74.029,113.076,50.63,76.936,67.557,69.17,72.815,69.079,68.835,82.866,68.0,80.006
1996-09,78.31,105.296,113.834,239.32,102.294,74.204,114.294,50.693,77.061,67.66,69.332,73.809,69.341,68.976,83.148,68.199,80.262
1996-10,78.544,105.561,113.541,238.127,102.739,74.557,114.168,51.788,77.079,67.782,69.468,74.395,69.669,69.254,83.488,68.523,80.438
1996-11,78.689,105.501,113.109,236.776,102.348,74.666,114.548,52.618,77.15,67.942,69.648,73.804,69.65,69.467,83.915,68.74,80.94
1996-12,78.78,105.568,112.796,234.49,100.539,74.679,114.697,53.842,77.213,68.119,69.753,73.461,69.918,69.619,83.911,68.895,81.172
1997-01,78.881,105.524,113.006,232.514,101.692,74.577,115.081,54.107,77.291,68.388,69.751,73.369,70.169,69.757,84.015,68.935,81.297
1997-02,79.045,105.963,113.551,231.388,101.385,74.851,114.602,54.01,77.403,68.551,69.862,73.572,70.298,69.896,84.463,68.995,82.59
1997-03,79.126,106.204,113.345,229.952,102.317,74.682,114.591,52.862,77.557,68.602,70.086,74.189,70.442,70.083,84.979,69.169,81.914
1997-04,79.2,105.577,113.553,225.926,101.281,74.748,116.04,51.607,77.949,68.725,70.215,74.597,70.71,70.267,85.216,69.355,81.997
1997-05,79.169,105.359,113.705,223.889,101.24,74.818,116.5,49.75,77.944,68.789,70.318,74.091,70.887,70.289,85.382,69.61,81.995
1997-06,79.268,104.901,113.56,223.378,101.684,74.904,115.859,49.225,77.674,68.999,70.465,74.307,71.083,70.513,86.101,69.859,81.989
1997-07,79.312,104.983,113.247,221.415,101.912,74.982,115.524,49.088,77.707,69.178,70.49,74.327,71.207,70.631,85.794,69.878,84.054
1997-08,79.377,104.901,112.895,220.226,101.619,75.151,114.435,51.161,77.49,69.3,70.579,74.232,71.373,70.733,85.977,69.828,83.159
1997-09,79.557,105.037,113.172,219.293,100.666,75.189,114.797,51.903,77.525,69.516,70.715,75.05,71.513,70.947,86.254,69.821,83.399
1997-10,79.66,105.452,113.134,217.675,100.694,75.235,114.386,51.719,77.727,69.65,70.588,75.843,71.667,71.165,86.264,69.865,85.589
1997-11,79.67,104.977,112.632,216.539,100.382,75.302,114.426,50.685,77.791,69.925,70.697,75.122,71.462,71.337,86.671,69.973,85.552
1997-12,79.657,104.603,112.806,215.351,100.61,75.271,114.535,50.262,77.695,69.889,70.899,74.664,71.673,71.686,86.568,70.019,85.47
1998-01,79.688,104.49,113.031,213.555,100.655,75.579,114.091,48.322,78.062,69.983,70.974,75.269,71.821,71.696,86.47,70.119,86.774
1998-02,79.639,104.397,112.868,211.259,100.833,75.437,112.951,46.74,78.6,70.007,71.084,75.511,72.129,71.784,86.344,70.139,87.248
1998-03,79.645,104.18,113.314,210.931,100.329,75.55,112.612,44.923,78.138,70.207,71.304,75.715,72.42,71.873,86.341,70.345,87.418
1998-04,79.746,104.265,114.088,209.617,100.5,75.632,112.253,43.89,78.822,70.383,71.429,75.59,72.486,72.08,85.972,70.637,88.525
1998-05,79.858,103.609,113.337,207.196,100.035,75.727,112.859,44.679,79.07,70.566,71.592,75.401,72.517,72.312,85.991,70.933,89.073
1998-06,79.794,103.341,113.436,205.628,99.028,75.774,112.929,45.257,78.745,70.714,71.699,75.408,72.662,72.333,84.754,71.032,89.085
1998-07,79.986,104.017,113.897,203.521,98.777,75.88,112.935,45.197,79.138,70.857,71.772,75.796,72.684,72.421,85.749,71.084,89.396
1998-08,80.095,104.179,113.149,201.235,99.004,76.099,114.43,44.216,79.166,70.996,71.848,76.047,72.962,72.576,86.036,71.22,89.945
1998-09,80.044,104.342,112.564,199.547,98.764,76.021,112.865,43.848,79.577,71.098,72.036,76.12,73.28,72.983,84.811,71.391,89.908
1998-10,80.215,104.241,112.814,198.136,98.924,76.372,112.728,44.159,79.624,71.271,72.128,76.246,73.308,73.122,85.57,71.643,89.914
1998-11,80.217,104.442,112.532,196.205,98.667,76.483,112.946,43.593,79.41,71.427,72.288,76.149,73.561,73.326,85.054,71.81,89.778
1998-12,80.302,104.244,112.439,194.707,97.743,76.46,112.051,42.607,80.946,71.556,72.443,75.855,73.755,73.521,85.084,72.0,89.726
1999-01,80.448,104.326,112.914,193.512,96.979,76.757,111.665,42.299,81.856,71.683,72.582,75.918,74.038,73.549,85.151,72.179,89.885
1999-02,80.428,104.018,112.202,192.321,97.3,76.801,111.012,41.532,81.714,71.81,72.748,76.033,74.164,73.599,85.144,72.338,89.935
1999-03,80.484,103.806,112.123,190.637,96.876,76.704,110.779,42.714,81.327,71.94,72.843,76.753,74.245,73.786,85.101,72.423,90.165
1999-04,80.856,103.911,112.582,189.915,97.609,76.866,111.786,47.679,81.984,72.067,72.912,76.401,74.612,74.057,84.976,72.468,91.052
1999-05,80.889,103.992,111.561,189.225,97.689,77.005,111.767,47.048,81.867,72.188,73.067,76.955,74.827,74.145,84.791,72.582,91.151
1999-06,80.906,104.214,111.609,187.152,97.06,77.011,111.934,46.739,82.072,72.294,73.192,77.012,75.067,74.19,84.406,72.621,91.446
1999-07,81.12,104.553,111.659,185.829,96.831,77.096,111.579,48.65,82.387,72.452,73.347,77.008,75.247,74.45,84.731,72.72,92.024
1999-08,81.263,104.835,111.267,184.395,96.813,77.212,111.135,51.092,82.237,72.62,73.439,76.957,75.433,74.61,84.675,72.837,92.598
1999-09,81.547,105.003,111.507,182.743,96.571,77.438,111.429,52.903,82.855,72.838,73.589,77.105,75.571,74.862,85.023,72.981,93.606
1999-10,81.677,105.038,111.138,181.62,96.842,77.499,111.675,53.11,82.834,72.962,73.742,77.428,75.83,74.926,85.325,73.137,94.498
1999-11,81.749,105.056,110.797,180.827,96.426,77.715,111.292,52.651,82.657,73.176,73.895,77.614,76.106,75.071,85.466,73.395,94.124
1999-12,81.951,104.788,110.458,179.794,96.22,77.826,111.652,55.261,82.686,73.237,74.128,77.473,76.51,75.27,85.725,73.563,94.625
2000-01,82.186,104.642,110.982,179.045,96.35,77.896,111.066,56.347,82.838,73.567,74.403,77.731,76.705,75.52,86.304,73.808,93.986
2000-02,82.445,104.363,110.972,177.656,96.575,78.119,110.691,59.443,83.013,73.829,74.546,78.081,76.907,75.634,86.831,73.807,94.601
2000-03,82.797,104.655,111.671,177.009,96.815,78.336,110.716,64.573,83.455,73.994,74.609,78.42,77.309,75.899,86.642,73.768,95.698
2000-04,82.72,104.773,111.429,175.876,96.92,78.379,110.143,61.097,84.277,74.162,74.747,78.669,77.221,75.964,85.715,73.854,96.652
2000-05,82.784,105.085,110.985,177.26,95.234,78.769,110.186,59.968,83.953,74.329,74.907,78.849,77.413,76.138,85.513,74.066,97.088
2000-06,83.056,105.182,110.603,176.186,94.354,78.81,109.976,65.078,83.822,74.717,74.987,78.986,77.913,76.359,85.396,73.985,98.317
2000-07,83.256,104.848,110.986,174.863,94.77,79.221,109.665,64.575,84.359,75.004,75.552,78.892,78.294,76.612,85.511,74.189,97.05
2000-08,83.243,104.551,110.442,173.614,94.734,79.476,109.704,61.419,84.294,75.165,75.734,79.793,78.541,76.752,85.552,74.281,97.275
2000-09,83.604,104.696,111.052,173.085,95.085,79.49,110.209,65.556,84.52,75.525,75.927,79.94,78.904,76.94,85.854,74.141,98.195
2000-10,83.718,104.703,110.628,172.065,95.447,79.522,109.929,65.005,84.248,75.875,76.12,80.553,78.948,77.115,86.028,74.498,98.211
2000-11,83.83,105.091,110.435,171.065,95.964,79.581,109.822,64.717,84.741,76.026,76.275,80.281,79.124,77.301,85.863,74.639,99.177
2000-12,83.938,105.577,109.938,170.257,95.579,80.024,109.671,64.233,84.511,76.428,76.443,80.148,79.251,77.261,85.593,74.951,99.79
2001-01,84.311,105.564,110.024,168.978,96.432,80.088,109.832,64.174,84.947,77.289,76.799,80.3,79.539,77.589,86.032,75.126,101.095
2001-02,84.424,105.439,110.09,167.419,95.858,80.573,110.114,63.27,85.138,77.463,77.067,80.327,79.758,77.773,86.059,75.362,101.059
2001-03,84.427,105.339,109.457,165.809,96.567,80.707,109.976,61.516,85.05,77.638,77.233,80.391,79.846,78.08,85.945,75.63,101.074
2001-04,84.584,105.354,109.579,165.279,95.851,80.779,108.931,62.52,85.738,77.814,77.508,80.419,80.343,78.172,85.917,75.717,101.1
2001-05,84.814,105.283,108.91,164.098,95.515,80.915,108.163,67.58,85.446,78.163,77.602,80.11,80.567,78.372,85.935,75.911,101.979
2001-06,84.974,105.228,108.977,163.323,96.86,81.234,108.068,66.276,85.789,78.446,77.853,80.048,80.486,78.694,85.99,76.181,102.548
2001-07,84.949,105.614,108.936,162.814,96.862,81.486,107.885,60.062,86.44,78.547,77.93,80.003,80.6,78.82,86.284,76.721,102.674
2001-08,84.946,105.429,108.543,161.343,96.084,81.741,107.129,58.878,86.082,78.703,78.159,80.193,80.785,79.127,86.339,76.967,102.44
2001-09,84.67,103.909,108.74,159.963,94.944,81.724,106.897,63.602,86.762,78.792,78.404,79.616,81.128,79.019,80.656,77.144,102.014
2001-10,84.978,105.083,108.265,159.413,96.303,82.079,106.597,57.432,86.435,78.895,78.51,79.736,81.159,79.09,86.001,77.514,101.58
2001-11,84.921,105.357,108.011,158.7,95.185,82.033,106.251,51.612,86.98,79.177,78.68,80.012,81.486,79.391,86.014,77.68,101.55
2001-12,84.833,105.501,107.799,157.886,95.02,81.9,105.74,49.176,86.581,79.4,78.842,79.856,81.503,79.552,85.782,77.867,101.416
2002-01,84.893,105.215,107.583,156.678,95.648,82.255,105.346,49.634,86.721,79.568,78.774,79.666,81.655,79.723,85.537,78.132,101.742
2002-02,85.035,104.587,107.106,155.889,94.508,82.479,105.845,49.174,87.198,79.754,78.881,79.884,81.801,80.028,85.916,78.333,102.703
2002-03,85.272,104.566,107.045,154.499,95.474,82.603,106.164,52.804,86.803,80.01,79.069,80.048,82.136,80.0,86.239,78.471,102.809
2002-04,85.64,104.636,107.15,153.903,95.272,82.87,106.039,56.437,87.737,80.217,79.264,80.494,82.564,80.127,86.747,78.54,102.995
2002-05,85.709,104.586,107.211,153.994,94.823,82.355,105.59,56.81,87.331,80.374,79.47,80.688,82.671,80.276,87.296,78.819,102.85
2002-06,85.818,104.587,107.093,152.505,94.71,82.272,105.051,56.959,87.75,80.508,79.581,80.678,82.839,80.435,87.634,79.194,103.101
2002-07,85.996,104.859,106.82,151.638,94.371,82.386,104.769,57.761,87.791,80.699,79.975,80.281,83.11,80.511,87.939,79.791,102.388
2002-08,86.161,104.895,106.191,151.529,94.015,82.375,105.582,58.348,87.883,80.839,80.234,80.425,83.242,80.803,88.148,80.148,101.965
2002-09,86.308,104.958,106.509,150.3,94.244,82.529,104.594,58.742,88.018,81.081,80.496,80.841,83.35,80.94,88.581,80.243,101.677
2002-10,86.469,104.838,106.433,149.735,94.213,82.475,104.256,61.204,87.707,81.32,80.625,80.994,83.7,81.016,89.121,80.3,101.69
2002-11,86.555,104.506,105.985,149.2,93.792,82.693,104.332,60.914,87.677,81.518,80.924,80.675,83.839,81.28,89.479,80.422,101.171
2002-12,86.625,104.222,105.192,148.484,93.857,82.711,103.993,60.871,87.643,81.75,81.3,80.95,84.156,81.364,89.45,80.535,100.718
2003-01,86.853,103.148,105.236,147.653,93.369,82.768,103.585,66.666,87.698,81.983,81.432,81.076,84.384,81.399,89.366,80.9,100.536
2003-02,87.209,102.742,105.286,146.644,93.45,83.125,103.258,72.477,87.556,82.268,81.584,81.228,84.819,81.56,89.893,81.294,100.512
2003-03,87.421,102.881,105.057,145.727,92.959,83.327,102.404,72.419,87.53,82.861,81.885,81.624,84.963,81.554,90.298,81.661,100.847
2003-04,87.271,102.534,104.997,144.947,92.998,83.349,101.994,65.551,87.781,82.913,82.184,81.579,84.867,81.53,90.9,82.012,99.917
2003-05,87.17,102.301,103.799,143.534,92.751,83.484,101.818,58.954,87.56,83.041,82.689,81.96,85.258,82.018,91.409,82.209,99.339
2003-06,87.265,101.931,103.381,142.468,92.968,84.002,102.223,59.21,87.59,83.08,82.866,82.184,85.374,82.126,91.623,82.296,99.21
2003-07,87.502,101.935,103.255,141.821,92.946,83.909,102.677,61.471,88.026,83.244,83.13,82.604,85.561,82.352,91.879,82.423,99.115
2003-08,87.778,101.413,102.82,140.991,92.983,84.387,102.442,66.5,88.003,83.411,83.328,82.567,85.759,82.48,92.191,82.744,99.265
2003-09,88.026,101.194,102.786,140.207,92.786,84.579,102.492,70.602,87.92,83.67,83.473,82.582,86.011,82.573,92.389,82.99,99.531
2003-10,87.998,100.468,102.903,139.979,92.338,84.894,102.731,66.37,87.784,83.787,83.948,82.823,86.057,82.898,92.448,83.148,98.922
2003-11,88.089,100.306,102.524,139.683,91.989,85.227,102.577,66.205,87.725,83.899,84.177,82.876,86.145,83.09,92.718,83.291,98.984
2003-12,88.286,100.265,102.23,139.22,91.745,85.697,102.11,67.806,87.93,84.031,84.314,83.3,86.406,83.38,92.989,83.446,99.132
2004-01,88.606,100.322,102.615,138.686,92.43,85.486,101.996,72.162,88.067,84.266,84.814,83.102,86.748,83.573,93.481,83.737,97.815
2004-02,88.815,100.511,102.921,138.204,92.434,85.58,101.909,73.284,88.37,84.543,85.063,83.114,86.878,83.633,93.712,84.025,97.51
2004-03,88.969,100.652,102.749,138.008,92.517,85.87,102.14,73.352,88.584,84.63,85.277,83.05,87.032,84.059,93.819,84.242,97.366
2004-04,89.123,100.769,102.591,137.768,93.007,86.044,102.252,71.545,88.704,84.908,85.56,82.919,87.232,84.391,94.234,84.427,97.976
2004-05,89.426,100.943,102.354,136.937,93.003,86.759,102.497,75.1,88.776,85.145,85.736,82.725,87.404,84.692,94.517,84.588,98.3
2004-06,89.715,100.913,102.645,136.466,92.844,86.932,102.802,77.76,88.758,85.494,85.919,82.933,87.692,84.824,94.97,84.899,98.433
2004-07,89.834,100.705,102.288,135.441,93.052,87.01,102.626,76.944,88.703,85.715,86.093,83.516,87.814,85.208,95.422,85.211,98.804
2004-08,89.908,100.295,101.765,134.677,92.333,87.045,102.083,76.884,88.747,85.995,86.291,83.58,87.952,85.362,95.74,85.542,98.474
2004-09,90.083,100.724,101.778,134.297,91.84,86.845,101.777,78.571,88.992,86.088,86.477,83.545,88.184,85.759,95.954,85.832,98.506
2004-10,90.43,101.203,102.719,133.586,91.757,87.364,102.101,84.192,89.312,86.168,86.653,83.815,88.37,85.957,95.959,85.805,98.061
2004-11,90.734,101.968,102.371,132.642,92.019,87.683,102.408,87.453,89.309,86.534,86.852,84.172,88.613,86.038,96.07,86.1,97.875
2004-12,90.793,102.296,102.122,131.875,93.147,87.613,101.463,85.891,89.22,86.704,87.07,84.585,88.748,86.192,96.214,86.388,98.352
2005-01,90.854,102.331,102.457,131.518,91.951,87.399,102.038,81.491,89.46,86.895,87.393,84.811,89.008,86.467,96.451,86.853,99.162
2005-02,91.12,102.485,102.483,130.542,91.995,87.206,101.722,85.305,89.607,87.189,87.799,84.857,89.109,86.793,96.725,87.062,98.529
2005-03,91.392,102.4,102.875,129.928,91.949,87.483,102.226,86.852,89.561,87.38,88.003,85.439,89.276,87.371,96.909,87.347,99.779
2005-04,91.655,102.56,102.948,129.631,91.479,88.343,101.708,88.695,89.558,87.705,88.156,85.558,89.465,87.382,97.301,87.716,99.779
2005-05,91.738,102.974,103.286,129.348,91.82,88.259,101.592,84.918,89.911,87.975,88.361,85.846,89.686,87.367,97.405,88.247,99.926
2005-06,91.792,102.884,102.676,128.834,91.179,88.126,101.317,85.375,89.931,88.092,88.56,85.974,89.682,87.587,97.7,88.401,99.535
2005-07,92.181,102.323,102.518,128.351,91.215,88.296,100.904,92.908,90.188,88.404,88.725,86.251,89.973,87.783,98.048,88.566,100.366
2005-08,92.563,101.754,102.171,127.666,91.931,88.266,101.121,101.723,90.29,88.704,88.902,86.361,90.408,87.913,98.237,88.537,100.876
2005-09,93.458,102.066,101.793,127.437,92.706,88.492,100.618,121.541,90.432,89.338,89.236,87.551,91.119,87.71,98.589,88.675,100.769
2005-10,93.594,102.513,101.77,126.645,92.261,88.586,100.668,115.374,90.671,90.03,89.615,87.717,91.48,88.391,99.092,88.777,101.03
2005-11,93.381,102.753,101.874,125.684,92.464,88.929,100.905,100.057,90.931,90.474,89.878,88.584,91.445,88.683,99.436,89.033,100.808
2005-12,93.4,102.833,102.313,124.697,92.438,89.017,100.391,98.471,91.159,90.429,89.982,88.58,91.624,88.887,99.474,89.34,101.279
2006-01,93.811,102.975,102.28,124.011,92.739,89.327,100.46,104.283,91.332,91.026,90.032,88.893,91.905,89.186,99.652,89.653,101.185
2006-02,93.852,102.953,101.977,123.698,92.274,89.17,99.597,103.076,91.431,91.14,90.257,89.398,92.074,89.512,99.625,90.047,101.283
2006-03,94.007,102.895,101.684,123.122,91.787,89.323,100.842,102.226,91.718,91.25,90.515,89.361,92.434,89.88,99.904,90.326,101.129
2006-04,94.398,102.805,101.85,122.639,92.607,89.158,101.217,109.48,91.838,91.437,90.782,89.586,92.576,90.066,100.165,90.633,101.676
2006-05,94.609,102.704,101.978,121.762,93.258,89.205,101.261,111.239,92.0,91.742,91.04,90.017,92.973,90.418,100.16,90.834,101.05
2006-06,94.832,102.541,101.815,120.572,93.344,89.496,101.458,111.585,92.23,92.063,91.331,90.286,93.336,90.607,100.641,91.127,101.187
2006-07,95.167,102.575,101.961,120.493,93.236,89.651,100.42,119.176,92.178,92.367,91.639,90.457,93.624,90.834,100.332,91.4,100.915
2006-08,95.467,102.516,102.051,120.063,93.951,89.864,101.042,122.538,92.249,92.714,91.904,90.411,93.802,91.061,100.534,91.566,100.938
2006-09,95.232,102.475,101.574,118.528,93.886,90.117,101.485,108.45,92.596,93.118,92.125,90.348,93.829,91.141,101.101,91.941,100.767
2006-10,94.979,102.325,102.074,118.0,93.973,90.377,101.13,97.353,92.542,93.115,92.248,90.532,93.875,91.441,101.335,92.143,100.954
2006-11,95.004,101.994,101.965,117.395,94.33,90.348,100.607,96.412,92.243,93.491,92.398,90.633,94.145,91.682,101.419,92.147,100.779
2006-12,95.393,101.83,101.641,116.661,94.624,90.154,100.945,103.833,92.369,93.856,92.646,90.365,94.412,91.957,102.037,92.23,101.205
2007-01,95.689,101.86,101.431,115.741,95.333,90.813,100.883,100.983,92.929,94.167,93.559,90.846,94.688,92.402,102.46,92.238,102.009
2007-02,96.005,101.733,101.777,115.216,95.957,91.533,101.028,102.518,92.957,94.501,93.861,91.238,94.831,92.802,102.67,92.552,102.352
2007-03,96.34,101.935,101.672,114.596,94.931,92.096,100.886,109.041,92.867,94.868,94.002,91.29,95.062,92.837,102.588,92.924,102.595
2007-04,96.527,101.962,101.554,113.921,94.65,92.307,100.497,112.098,92.927,95.03,94.169,91.289,95.505,93.256,102.481,93.236,102.333
2007-05,96.798,101.908,101.445,113.509,95.078,92.705,100.269,117.015,92.982,95.175,94.308,91.237,95.854,93.627,102.494,93.515,102.166
2007-06,96.997,101.814,101.657,112.804,96.276,93.195,99.433,117.357,93.041,95.453,94.557,91.741,95.838,94.065,102.782,93.614,102.466
2007-07,97.141,101.921,101.327,112.029,95.816,93.423,99.41,118.089,93.273,95.546,94.737,92.196,95.809,94.493,103.088,93.732,102.587
2007-08,97.225,102.027,100.908,110.748,95.504,93.782,98.989,115.558,93.385,95.693,94.975,92.494,95.714,94.788,103.686,94.141,103.204
2007-09,97.601,102.106,100.428,110.357,95.952,94.085,98.975,119.417,93.631,95.979,95.312,92.44,96.176,95.087,104.63,94.41,103.179
2007-10,97.883,102.054,100.392,110.283,96.349,94.458,99.274,120.446,93.915,96.284,95.821,93.15,96.583,95.298,104.784,94.593,102.017
2007-11,98.373,102.262,100.368,109.549,96.39,94.85,99.495,131.346,94.076,96.6,95.875,93.506,97.076,95.514,105.036,94.728,101.88
2007-12,98.638,102.199,99.938,108.983,96.377,94.938,100.089,133.041,94.351,96.86,96.301,93.737,97.195,95.725,105.249,95.13,102.215
2008-01,98.894,101.878,100.516,109.048,96.673,95.635,100.062,134.224,94.596,97.011,96.292,94.365,97.641,96.163,105.28,95.519,102.546
2008-02,99.11,101.273,100.435,108.602,97.739,96.117,99.372,136.045,94.73,97.305,96.492,94.583,97.769,96.441,105.469,95.849,102.485
2008-03,99.416,100.837,100.692,107.989,98.392,96.247,98.792,138.406,95.075,97.677,96.689,95.307,98.086,96.895,105.673,96.231,103.295
2008-04,99.654,100.347,99.98,107.374,98.921,97.504,98.997,137.616,95.242,98.18,96.843,95.449,98.295,96.823,105.86,96.885,102.917
2008-05,100.091,100.032,99.87,106.888,98.98,97.836,98.962,144.315,95.204,98.594,97.063,96.608,98.661,97.176,105.821,97.433,103.665
2008-06,100.786,99.705,100.008,106.885,99.034,98.473,98.682,159.629,95.463,99.104,97.223,97.358,98.945,97.574,105.885,97.717,103.759
2008-07,101.218,99.608,100.279,106.602,99.581,99.601,99.094,165.348,95.584,99.674,97.529,97.452,99.29,98.081,105.062,97.952,103.724
2008-08,101.135,99.315,100.495,106.092,99.602,100.13,99.774,157.662,95.82,99.791,97.679,97.651,99.692,98.338,104.553,98.205,103.628
2008-09,101.236,98.988,100.845,105.662,99.154,100.761,99.677,157.758,96.121,99.666,97.817,98.604,99.841,98.695,104.219,98.278,103.885
